season,player_api_id,poste_groupe,overall_rating,pct_titularisation,titularisations,matchs_connus,rang_note,rang_temps
2014/2015,213500,Milieu,74,5.3,2,38,70.0,4.0
2014/2015,493467,Milieu,62,5.3,2,38,12.0,4.0
2014/2015,183346,Milieu,75,5.3,2,38,76.0,4.0
2014/2015,111865,Milieu,75,5.3,2,38,76.0,4.0
2014/2015,121044,Milieu,73,5.3,2,38,64.0,4.0
2014/2015,97323,Milieu,71,5.3,2,38,54.0,4.0
2014/2015,167634,Milieu,78,5.3,2,38,88.0,4.0
2014/2015,448812,Milieu,56,5.3,2,38,3.0,4.0
2014/2015,575364,Milieu,59,5.3,2,38,6.0,4.0
2014/2015,604982,Milieu,56,5.3,2,38,3.0,4.0
2014/2015,526241,Milieu,49,5.3,2,38,0.0,4.0
2014/2015,196140,Milieu,54,5.3,2,38,2.0,4.0
2014/2015,409003,Milieu,60,5.3,2,38,8.0,4.0
2014/2015,470026,Milieu,54,5.3,2,38,2.0,4.0
2014/2015,118528,Milieu,80,5.4,2,37,93.0,6.0
2014/2015,185704,Milieu,68,5.6,2,36,38.0,6.0
2014/2015,67393,Milieu,64,5.6,2,36,19.0,6.0
2014/2015,451980,Milieu,53,5.6,2,36,1.0,6.0
2014/2015,172949,Milieu,81,5.9,2,34,94.0,6.0
2014/2015,145066,Milieu,65,5.9,2,34,23.0,6.0
2014/2015,188533,Milieu,74,5.9,2,34,70.0,6.0
2014/2015,323380,Milieu,65,5.9,2,34,23.0,6.0
2014/2015,11754,Milieu,76,5.9,2,34,81.0,6.0
2014/2015,31294,Milieu,73,5.9,2,34,64.0,6.0
2014/2015,45174,Milieu,74,5.9,2,34,70.0,6.0
2014/2015,213502,Milieu,70,5.9,2,34,49.0,6.0
2014/2015,448806,Milieu,64,5.9,2,34,19.0,6.0
2014/2015,27168,Milieu,65,5.9,2,34,23.0,6.0
2014/2015,66633,Milieu,65,5.9,2,34,23.0,6.0
2014/2015,211091,Milieu,71,5.9,2,34,54.0,6.0
2014/2015,246187,Milieu,63,6.7,2,30,15.0,7.0
2014/2015,181842,Milieu,69,6.7,2,30,44.0,7.0
2014/2015,252972,Milieu,62,6.7,2,30,12.0,7.0
2014/2015,50027,Milieu,71,6.7,2,30,54.0,7.0
2014/2015,20118,Milieu,69,6.7,2,30,44.0,7.0
2014/2015,33683,Milieu,72,6.7,2,30,58.0,7.0
2014/2015,168744,Milieu,68,6.7,2,30,38.0,7.0
2014/2015,94284,Milieu,64,6.7,2,30,19.0,7.0
2014/2015,407970,Milieu,55,6.7,2,30,2.0,7.0
2014/2015,12327,Milieu,61,6.7,2,30,9.0,7.0
2014/2015,114971,Milieu,81,7.9,3,38,94.0,8.0
2014/2015,24839,Milieu,62,7.9,3,38,12.0,8.0
2014/2015,24156,Milieu,77,7.9,3,38,86.0,8.0
2014/2015,102572,Milieu,74,7.9,3,38,70.0,8.0
2014/2015,39198,Milieu,74,7.9,3,38,70.0,8.0
2014/2015,36012,Milieu,80,7.9,3,38,93.0,8.0
2014/2015,346004,Milieu,75,7.9,3,38,76.0,8.0
2014/2015,178603,Milieu,76,7.9,3,38,81.0,8.0
2014/2015,42346,Milieu,84,7.9,3,38,98.0,8.0
2014/2015,28108,Milieu,70,7.9,3,38,49.0,8.0
2014/2015,38866,Milieu,62,7.9,3,38,12.0,8.0
2014/2015,26028,Milieu,69,7.9,3,38,44.0,8.0
2014/2015,282470,Milieu,71,7.9,3,38,54.0,8.0
2014/2015,192316,Milieu,69,7.9,3,38,44.0,8.0
2014/2015,399549,Milieu,68,7.9,3,38,38.0,8.0
2014/2015,364164,Milieu,65,7.9,3,38,23.0,8.0
2014/2015,410160,Milieu,62,7.9,3,38,12.0,8.0
2014/2015,202562,Milieu,71,7.9,3,38,54.0,8.0
2014/2015,23936,Milieu,70,7.9,3,38,49.0,8.0
2014/2015,109330,Milieu,78,7.9,3,38,88.0,8.0
2014/2015,156534,Milieu,66,7.9,3,38,29.0,8.0
2014/2015,491883,Milieu,54,7.9,3,38,2.0,8.0
2014/2015,466482,Milieu,61,7.9,3,38,9.0,8.0
2014/2015,441441,Milieu,61,7.9,3,38,9.0,8.0
2014/2015,110206,Milieu,60,7.9,3,38,8.0,8.0
2014/2015,193800,Milieu,58,7.9,3,38,4.0,8.0
2014/2015,62382,Milieu,60,7.9,3,38,8.0,8.0
2014/2015,192504,Milieu,69,8.3,3,36,44.0,10.0
2014/2015,112976,Milieu,68,8.3,3,36,38.0,10.0
2014/2015,538336,Milieu,55,8.3,3,36,2.0,10.0
2014/2015,8777,Milieu,58,8.3,3,36,4.0,10.0
2014/2015,38888,Milieu,71,8.8,3,34,54.0,10.0
2014/2015,343748,Milieu,71,8.8,3,34,54.0,10.0
2014/2015,98374,Milieu,66,8.8,3,34,29.0,10.0
2014/2015,118843,Milieu,66,8.8,3,34,29.0,10.0
2014/2015,113292,Milieu,63,8.8,3,34,15.0,10.0
2014/2015,27316,Milieu,78,8.8,3,34,88.0,10.0
2014/2015,496865,Milieu,60,8.8,3,34,8.0,10.0
2014/2015,361742,Milieu,59,8.8,3,34,6.0,10.0
2014/2015,164494,Milieu,60,8.8,3,34,8.0,10.0
2014/2015,294252,Milieu,65,10.0,3,30,23.0,11.0
2014/2015,512734,Milieu,62,10.0,3,30,12.0,11.0
2014/2015,163616,Milieu,69,10.0,3,30,44.0,11.0
2014/2015,206795,Milieu,69,10.0,3,30,44.0,11.0
2014/2015,37104,Milieu,63,10.0,3,30,15.0,11.0
2014/2015,114688,Milieu,73,10.0,3,30,64.0,11.0
2014/2015,131980,Milieu,58,10.0,3,30,4.0,11.0
2014/2015,231638,Milieu,55,10.0,3,30,2.0,11.0
2014/2015,447455,Milieu,59,10.0,3,30,6.0,11.0
2014/2015,89846,Milieu,59,10.0,3,30,6.0,11.0
2014/2015,212472,Milieu,74,10.5,4,38,70.0,11.0
2014/2015,24022,Milieu,63,10.5,4,38,15.0,11.0
2014/2015,27679,Défenseur,75,73.7,28,38,81.0,73.0
2014/2015,23030,Défenseur,71,73.7,28,38,56.0,73.0
2014/2015,362195,Défenseur,70,73.7,28,38,52.0,73.0
2014/2015,301241,Défenseur,56,73.7,28,38,2.0,73.0
2014/2015,265275,Défenseur,70,73.7,28,38,52.0,73.0
2014/2015,318493,Défenseur,56,73.7,28,38,2.0,73.0
2014/2015,173965,Défenseur,63,73.7,28,38,16.0,73.0
2014/2015,109786,Défenseur,61,73.7,28,38,10.0,73.0
2014/2015,45413,Défenseur,70,73.7,28,38,52.0,73.0
2014/2015,160844,Défenseur,70,73.7,28,38,52.0,73.0
2014/2015,188540,Défenseur,73,73.7,28,38,69.0,73.0
2014/2015,32833,Défenseur,64,73.7,28,38,20.0,73.0
2014/2015,34104,Défenseur,72,73.7,28,38,63.0,73.0
2014/2015,118616,Défenseur,66,73.7,28,38,31.0,73.0
2014/2015,23660,Défenseur,63,73.7,28,38,16.0,73.0
2014/2015,260659,Défenseur,67,73.7,28,38,36.0,73.0
2014/2015,282731,Défenseur,66,73.7,28,38,31.0,73.0
2014/2015,18823,Défenseur,72,73.7,28,38,63.0,73.0
2014/2015,150735,Défenseur,62,73.7,28,38,12.0,73.0
2014/2015,150007,Défenseur,70,75.0,27,36,52.0,75.0
2014/2015,121080,Défenseur,66,75.0,27,36,31.0,75.0
2014/2015,207234,Défenseur,65,75.0,27,36,25.0,75.0
2014/2015,34268,Défenseur,65,75.0,27,36,25.0,75.0
2014/2015,197757,Défenseur,62,75.0,27,36,12.0,75.0
2014/2015,188555,Défenseur,75,75.7,28,37,81.0,75.0
2014/2015,39535,Défenseur,77,75.7,28,37,88.0,75.0
2014/2015,165583,Défenseur,74,76.3,29,38,75.0,75.0
2014/2015,35327,Défenseur,81,76.3,29,38,97.0,75.0
2014/2015,35110,Défenseur,75,76.3,29,38,81.0,75.0
2014/2015,33988,Défenseur,84,76.3,29,38,99.0,75.0
2014/2015,30509,Défenseur,82,76.3,29,38,98.0,75.0
2014/2015,41189,Défenseur,73,76.3,29,38,69.0,75.0
2014/2015,72541,Défenseur,79,76.3,29,38,93.0,75.0
2014/2015,214685,Défenseur,71,76.3,29,38,56.0,75.0
2014/2015,37194,Défenseur,72,76.3,29,38,63.0,75.0
2014/2015,467689,Défenseur,61,76.3,29,38,10.0,75.0
2014/2015,179891,Défenseur,67,76.3,29,38,36.0,75.0
2014/2015,102777,Défenseur,64,76.3,29,38,20.0,75.0
2014/2015,169162,Défenseur,68,76.3,29,38,42.0,75.0
2014/2015,210704,Défenseur,73,76.3,29,38,69.0,75.0
2014/2015,210126,Défenseur,65,76.3,29,38,25.0,75.0
2014/2015,41536,Défenseur,69,76.3,29,38,47.0,75.0
2014/2015,424918,Défenseur,65,76.3,29,38,25.0,75.0
2014/2015,445226,Défenseur,62,76.3,29,38,12.0,75.0
2014/2015,193927,Défenseur,73,76.5,26,34,69.0,77.0
2014/2015,115591,Défenseur,79,76.5,26,34,93.0,77.0
2014/2015,11758,Défenseur,78,76.5,26,34,91.0,77.0
2014/2015,70789,Défenseur,75,76.5,26,34,81.0,77.0
2014/2015,150041,Défenseur,78,76.5,26,34,91.0,77.0
2014/2015,150322,Défenseur,68,76.5,26,34,42.0,77.0
2014/2015,109647,Défenseur,66,76.5,26,34,31.0,77.0
2014/2015,24590,Défenseur,68,76.5,26,34,42.0,77.0
2014/2015,266546,Défenseur,62,76.5,26,34,12.0,77.0
2014/2015,36934,Défenseur,72,76.5,26,34,63.0,77.0
2014/2015,303914,Défenseur,69,76.5,26,34,47.0,77.0
2014/2015,40951,Défenseur,65,76.5,26,34,25.0,77.0
2014/2015,148487,Défenseur,61,76.5,26,34,10.0,77.0
2014/2015,27475,Défenseur,70,76.5,26,34,52.0,77.0
2014/2015,45496,Défenseur,68,76.5,26,34,42.0,77.0
2014/2015,164360,Défenseur,65,76.5,26,34,25.0,77.0
2014/2015,182075,Défenseur,58,76.7,23,30,4.0,78.0
2014/2015,210138,Défenseur,62,76.7,23,30,12.0,78.0
2014/2015,114794,Défenseur,62,77.8,28,36,12.0,78.0
2014/2015,67304,Défenseur,55,77.8,28,36,2.0,78.0
2014/2015,30823,Défenseur,72,77.8,28,36,63.0,78.0
2014/2015,26065,Défenseur,60,77.8,28,36,7.0,78.0
2014/2015,161683,Défenseur,75,78.9,30,38,81.0,78.0
2014/2015,145070,Défenseur,75,78.9,30,38,81.0,78.0
2014/2015,30928,Défenseur,76,78.9,30,38,85.0,78.0
2014/2015,30563,Défenseur,79,78.9,30,38,93.0,78.0
2014/2015,193866,Défenseur,76,78.9,30,38,85.0,78.0
2014/2015,38458,Défenseur,79,78.9,30,38,93.0,78.0
2014/2015,159882,Défenseur,72,78.9,30,38,63.0,78.0
2014/2015,40740,Défenseur,72,78.9,30,38,63.0,78.0
2014/2015,128666,Défenseur,66,78.9,30,38,31.0,78.0
2014/2015,195706,Défenseur,61,78.9,30,38,10.0,78.0
2014/2015,93457,Défenseur,72,78.9,30,38,63.0,78.0
2014/2015,37451,Défenseur,68,78.9,30,38,42.0,78.0
2014/2015,26618,Défenseur,74,79.4,27,34,75.0,79.0
2014/2015,109615,Défenseur,79,79.4,27,34,93.0,79.0
2014/2015,97734,Défenseur,74,79.4,27,34,75.0,79.0
2014/2015,27461,Défenseur,75,79.4,27,34,81.0,79.0
2014/2015,186880,Défenseur,69,79.4,27,34,47.0,79.0
2014/2015,116645,Défenseur,71,79.4,27,34,56.0,79.0
2014/2015,37195,Défenseur,69,79.4,27,34,47.0,79.0
2014/2015,38956,Défenseur,68,80.0,24,30,42.0,80.0
2014/2015,554052,Défenseur,64,80.0,24,30,20.0,80.0
2014/2015,195448,Défenseur,73,80.0,24,30,69.0,80.0
2014/2015,38789,Défenseur,66,80.0,24,30,31.0,80.0
2014/2015,69374,Défenseur,62,80.0,24,30,12.0,80.0
2014/2015,94419,Défenseur,63,80.0,24,30,16.0,80.0
2014/2015,173462,Défenseur,65,80.0,24,30,25.0,80.0
2014/2015,68796,Défenseur,63,80.0,24,30,16.0,80.0
2014/2015,13376,Défenseur,66,80.0,24,30,31.0,80.0
2014/2015,22834,Défenseur,73,80.6,29,36,69.0,81.0
2014/2015,37762,Défenseur,82,81.6,31,38,98.0,81.0
2014/2015,183449,Défenseur,74,81.6,31,38,75.0,81.0
2014/2015,35112,Défenseur,79,81.6,31,38,93.0,81.0
2014/2015,24846,Défenseur,82,81.6,31,38,98.0,81.0
2014/2015,150670,Défenseur,78,81.6,31,38,91.0,81.0
2014/2015,122047,Défenseur,74,81.6,31,38,75.0,81.0
2014/2015,171094,Défenseur,62,81.6,31,38,12.0,81.0
2014/2015,35955,Défenseur,58,81.6,31,38,4.0,81.0
2014/2015,426873,Défenseur,67,81.6,31,38,36.0,81.0
2014/2015,42008,Défenseur,71,81.6,31,38,56.0,81.0
2014/2015,183185,Défenseur,70,81.6,31,38,52.0,81.0
2014/2015,41655,Défenseur,72,81.6,31,38,63.0,81.0
2014/2015,41182,Défenseur,72,81.6,31,38,63.0,81.0
2014/2015,67228,Défenseur,61,81.6,31,38,10.0,81.0
2014/2015,195190,Défenseur,70,81.6,31,38,52.0,81.0
2014/2015,149031,Défenseur,69,81.6,31,38,47.0,81.0
2014/2015,155534,Défenseur,75,82.4,28,34,81.0,82.0
2014/2015,157865,Défenseur,79,82.4,28,34,93.0,82.0
2014/2015,68253,Défenseur,81,82.4,28,34,97.0,82.0
2014/2015,304014,Défenseur,71,82.4,28,34,56.0,82.0
2014/2015,282691,Défenseur,71,82.4,28,34,56.0,82.0
2014/2015,23947,Défenseur,66,82.4,28,34,31.0,82.0
2014/2015,242892,Défenseur,72,82.4,28,34,63.0,82.0
2014/2015,31303,Défenseur,72,82.4,28,34,63.0,82.0
2014/2015,29036,Défenseur,66,82.4,28,34,31.0,82.0
2014/2015,215369,Défenseur,63,82.4,28,34,16.0,82.0
2014/2015,352366,Défenseur,67,82.4,28,34,36.0,82.0
2014/2015,299514,Défenseur,73,82.4,28,34,69.0,82.0
2014/2015,189982,Défenseur,74,83.3,30,36,75.0,83.0
2014/2015,78537,Défenseur,61,83.3,25,30,10.0,83.0
2014/2015,94553,Défenseur,63,83.3,30,36,16.0,83.0
2014/2015,95213,Défenseur,58,83.3,30,36,4.0,83.0
2014/2015,13329,Défenseur,60,83.3,25,30,7.0,83.0
2014/2015,181297,Défenseur,77,84.2,32,38,88.0,83.0
2014/2015,73024,Défenseur,73,84.2,32,38,69.0,83.0
2014/2015,30929,Défenseur,80,84.2,32,38,96.0,83.0
2014/2015,25526,Défenseur,78,84.2,32,38,91.0,83.0
2014/2015,40730,Défenseur,75,84.2,32,38,81.0,83.0
2014/2015,113318,Défenseur,74,84.2,32,38,75.0,83.0
2014/2015,40695,Défenseur,76,84.2,32,38,85.0,83.0
2014/2015,74009,Défenseur,74,84.2,32,38,75.0,83.0
2014/2015,197352,Défenseur,79,84.2,32,38,93.0,83.0
2014/2015,94549,Défenseur,74,84.2,32,38,75.0,83.0
2014/2015,41707,Défenseur,78,84.2,32,38,91.0,83.0
2014/2015,210683,Défenseur,75,84.2,32,38,81.0,83.0
2014/2015,139806,Défenseur,67,84.2,32,38,36.0,83.0
2014/2015,258873,Défenseur,71,84.2,32,38,56.0,83.0
2014/2015,391058,Défenseur,65,84.2,32,38,25.0,83.0
2014/2015,360918,Défenseur,70,84.2,32,38,52.0,83.0
2014/2015,159663,Défenseur,60,84.2,32,38,7.0,83.0
2014/2015,121872,Défenseur,72,84.2,32,38,63.0,83.0
2014/2015,35324,Défenseur,71,84.2,32,38,56.0,83.0
2014/2015,166065,Défenseur,63,84.2,32,38,16.0,83.0
2014/2015,240538,Défenseur,67,84.2,32,38,36.0,83.0
2014/2015,193930,Défenseur,72,84.2,32,38,63.0,83.0
2014/2015,150296,Défenseur,70,84.2,32,38,52.0,83.0
2014/2015,208077,Défenseur,77,85.3,29,34,88.0,85.0
2014/2015,184821,Défenseur,73,85.3,29,34,69.0,85.0
2014/2015,112477,Défenseur,66,85.3,29,34,31.0,85.0
2014/2015,282286,Défenseur,73,85.3,29,34,69.0,85.0
2014/2015,212520,Défenseur,67,85.3,29,34,36.0,85.0
2014/2015,37789,Défenseur,69,85.3,29,34,47.0,85.0
2014/2015,150064,Défenseur,71,85.3,29,34,56.0,85.0
2014/2015,324910,Défenseur,67,85.3,29,34,36.0,85.0
2014/2015,276734,Défenseur,66,85.3,29,34,31.0,85.0
2014/2015,260964,Défenseur,56,86.1,31,36,2.0,86.0
2014/2015,69553,Défenseur,65,86.7,26,30,25.0,86.0
2014/2015,429848,Défenseur,53,86.7,26,30,1.0,86.0
2014/2015,209922,Défenseur,69,86.7,26,30,47.0,86.0
2014/2015,172896,Défenseur,60,86.7,26,30,7.0,86.0
2014/2015,245423,Défenseur,67,86.7,26,30,36.0,86.0
2014/2015,303179,Défenseur,67,86.7,26,30,36.0,86.0
2014/2015,148314,Défenseur,72,86.7,26,30,63.0,86.0
2014/2015,139895,Défenseur,65,86.7,26,30,25.0,86.0
2014/2015,25791,Défenseur,70,86.7,26,30,52.0,86.0
2014/2015,411617,Défenseur,74,86.8,33,38,75.0,87.0
2014/2015,184999,Défenseur,76,86.8,33,38,85.0,87.0
2014/2015,23783,Défenseur,80,86.8,33,38,96.0,87.0
2014/2015,25587,Défenseur,75,86.8,33,38,81.0,87.0
2014/2015,28467,Défenseur,83,86.8,33,38,99.0,87.0
2014/2015,154938,Défenseur,75,86.8,33,38,81.0,87.0
2014/2015,22764,Défenseur,81,86.8,33,38,97.0,87.0
2014/2015,24235,Défenseur,79,86.8,33,38,93.0,87.0
2014/2015,108572,Défenseur,70,86.8,33,38,52.0,87.0
2014/2015,293160,Défenseur,67,86.8,33,38,36.0,87.0
2014/2015,198277,Défenseur,69,86.8,33,38,47.0,87.0
2014/2015,34259,Défenseur,60,86.8,33,38,7.0,87.0
2014/2015,172948,Défenseur,72,86.8,33,38,63.0,87.0
2014/2015,210429,Défenseur,67,86.8,33,38,36.0,87.0
2014/2015,210691,Défenseur,72,86.8,33,38,63.0,87.0
2014/2015,103905,Défenseur,72,86.8,33,38,63.0,87.0
2014/2015,280965,Défenseur,70,86.8,33,38,52.0,87.0
2014/2015,30968,Défenseur,80,88.2,30,34,96.0,88.0
2014/2015,12330,Défenseur,74,88.2,30,34,75.0,88.0
2014/2015,40662,Défenseur,66,88.2,30,34,31.0,88.0
2014/2015,466854,Défenseur,60,88.2,30,34,7.0,88.0
2014/2015,31731,Défenseur,66,88.2,30,34,31.0,88.0
2014/2015,191789,Défenseur,64,88.2,30,34,20.0,88.0
2014/2015,185554,Défenseur,69,88.2,30,34,47.0,88.0
2014/2015,240205,Défenseur,72,88.2,30,34,63.0,88.0
2014/2015,299572,Défenseur,71,88.2,30,34,56.0,88.0
2014/2015,477470,Défenseur,66,88.2,30,34,31.0,88.0
2014/2015,164221,Défenseur,71,88.2,30,34,56.0,88.0
2014/2015,303227,Défenseur,66,88.2,30,34,31.0,88.0
2014/2015,361723,Défenseur,65,88.2,30,34,25.0,88.0
2014/2015,25815,Défenseur,71,88.9,32,36,56.0,89.0
2014/2015,25813,Défenseur,60,88.9,32,36,7.0,89.0
2014/2015,34029,Défenseur,80,89.2,33,37,96.0,89.0
2014/2015,176889,Défenseur,76,89.5,34,38,85.0,89.0
2014/2015,282676,Défenseur,80,89.5,34,38,96.0,89.0
2014/2015,77690,Défenseur,76,89.5,34,38,85.0,89.0
2014/2015,46010,Défenseur,74,89.5,34,38,75.0,89.0
2014/2015,33086,Défenseur,79,89.5,34,38,93.0,89.0
2014/2015,38424,Défenseur,79,89.5,34,38,93.0,89.0
2014/2015,56678,Défenseur,82,89.5,34,38,98.0,89.0
2014/2015,32725,Défenseur,64,89.5,34,38,20.0,89.0
2014/2015,213809,Défenseur,73,89.5,34,38,69.0,89.0
2014/2015,115519,Défenseur,69,89.5,34,38,47.0,89.0
2014/2015,23837,Défenseur,71,89.5,34,38,56.0,89.0
2014/2015,195335,Défenseur,71,89.5,34,38,56.0,89.0
2014/2015,32732,Défenseur,62,89.5,34,38,12.0,89.0
2014/2015,93485,Défenseur,69,89.5,34,38,47.0,89.0
2014/2015,129819,Défenseur,72,89.5,34,38,63.0,89.0
2014/2015,46407,Défenseur,70,89.5,34,38,52.0,89.0
2014/2015,257855,Défenseur,73,89.5,34,38,69.0,89.0
2014/2015,102356,Défenseur,72,89.5,34,38,63.0,89.0
2014/2015,287156,Défenseur,59,89.5,34,38,6.0,89.0
2014/2015,42693,Défenseur,68,89.5,34,38,42.0,89.0
2014/2015,104382,Défenseur,73,89.5,34,38,69.0,89.0
2014/2015,178435,Défenseur,62,90.0,27,30,12.0,91.0
2014/2015,36641,Défenseur,65,90.0,27,30,25.0,91.0
2014/2015,178293,Défenseur,70,90.0,27,30,52.0,91.0
2014/2015,36849,Défenseur,65,90.0,27,30,25.0,91.0
2014/2015,39070,Défenseur,68,90.0,27,30,42.0,91.0
2014/2015,202471,Défenseur,63,90.0,27,30,16.0,91.0
2014/2015,37886,Défenseur,68,90.0,27,30,42.0,91.0
2014/2015,362254,Défenseur,60,90.0,27,30,7.0,91.0
2014/2015,98368,Défenseur,69,90.0,27,30,47.0,91.0
2014/2015,185945,Défenseur,75,91.2,31,34,81.0,91.0
2014/2015,114025,Défenseur,76,91.2,31,34,85.0,91.0
2014/2015,25483,Défenseur,74,91.2,31,34,75.0,91.0
2014/2015,193901,Défenseur,71,91.2,31,34,56.0,91.0
2014/2015,150589,Défenseur,64,91.2,31,34,20.0,91.0
2014/2015,361710,Défenseur,72,91.2,31,34,63.0,91.0
2014/2015,361379,Défenseur,65,91.2,31,34,25.0,91.0
2014/2015,150047,Défenseur,66,91.2,31,34,31.0,91.0
2014/2015,424879,Défenseur,65,91.2,31,34,25.0,91.0
2014/2015,149855,Défenseur,68,91.2,31,34,42.0,91.0
2014/2015,243465,Défenseur,63,91.2,31,34,16.0,91.0
2014/2015,164323,Défenseur,70,91.2,31,34,52.0,91.0
2014/2015,42294,Défenseur,64,91.7,33,36,20.0,92.0
2014/2015,174321,Défenseur,79,92.1,35,38,93.0,93.0
2014/2015,35606,Défenseur,82,92.1,35,38,98.0,93.0
2014/2015,209405,Défenseur,74,92.1,35,38,75.0,93.0
2014/2015,210117,Défenseur,75,92.1,35,38,81.0,93.0
2014/2015,191788,Défenseur,75,92.1,35,38,81.0,93.0
2014/2015,34008,Défenseur,76,92.1,35,38,85.0,93.0
2014/2015,157838,Défenseur,74,92.1,35,38,75.0,93.0
2014/2015,98057,Défenseur,62,92.1,35,38,12.0,93.0
2014/2015,46726,Défenseur,62,92.1,35,38,12.0,93.0
2014/2015,46338,Défenseur,70,92.1,35,38,52.0,93.0
2014/2015,359188,Défenseur,73,92.1,35,38,69.0,93.0
2014/2015,39440,Défenseur,73,92.1,35,38,69.0,93.0
2014/2015,280485,Défenseur,69,92.1,35,38,47.0,93.0
2014/2015,18673,Défenseur,71,92.1,35,38,56.0,93.0
2014/2015,170341,Défenseur,66,92.1,35,38,31.0,93.0
2014/2015,67958,Défenseur,68,93.3,28,30,42.0,94.0
2014/2015,275771,Défenseur,64,93.3,28,30,20.0,94.0
2014/2015,30977,Défenseur,67,93.3,28,30,36.0,94.0
2014/2015,69518,Défenseur,62,93.3,28,30,12.0,94.0
2014/2015,237620,Défenseur,60,93.3,28,30,7.0,94.0
2014/2015,277771,Défenseur,72,93.3,28,30,63.0,94.0
2014/2015,306174,Défenseur,63,93.3,28,30,16.0,94.0
2014/2015,238529,Défenseur,63,93.3,28,30,16.0,94.0
2014/2015,149334,Défenseur,65,93.3,28,30,25.0,94.0
2014/2015,189190,Défenseur,66,93.3,28,30,31.0,94.0
2014/2015,68827,Défenseur,63,93.3,28,30,16.0,94.0
2014/2015,140932,Défenseur,63,93.3,28,30,16.0,94.0
2014/2015,30986,Défenseur,74,94.1,32,34,75.0,95.0
2014/2015,28480,Défenseur,80,94.1,32,34,96.0,95.0
2014/2015,57071,Défenseur,76,94.1,32,34,85.0,95.0
2014/2015,21765,Défenseur,65,94.1,32,34,25.0,95.0
2014/2015,109649,Défenseur,72,94.1,32,34,63.0,95.0
2014/2015,355358,Défenseur,68,94.1,32,34,42.0,95.0
2014/2015,214397,Défenseur,69,94.1,32,34,47.0,95.0
2014/2015,35708,Défenseur,67,94.1,32,34,36.0,95.0
2014/2015,37215,Défenseur,66,94.1,32,34,31.0,95.0
2014/2015,264221,Défenseur,69,94.1,32,34,47.0,95.0
2014/2015,94915,Défenseur,65,94.1,32,34,25.0,95.0
2014/2015,26797,Défenseur,68,94.1,32,34,42.0,95.0
2014/2015,264885,Défenseur,64,94.1,32,34,20.0,95.0
2014/2015,191972,Défenseur,69,94.1,32,34,47.0,95.0
2014/2015,42257,Défenseur,58,94.4,34,36,4.0,96.0
2014/2015,52265,Défenseur,75,94.7,36,38,81.0,96.0
2014/2015,30457,Défenseur,74,94.7,36,38,75.0,96.0
2014/2015,35751,Défenseur,65,94.7,36,38,25.0,96.0
2014/2015,473853,Défenseur,60,94.7,36,38,7.0,96.0
2014/2015,32419,Défenseur,63,94.7,36,38,16.0,96.0
2014/2015,41060,Défenseur,67,94.7,36,38,36.0,96.0
2014/2015,23930,Défenseur,63,94.7,36,38,16.0,96.0
2014/2015,68962,Défenseur,67,96.7,29,30,36.0,96.0
2014/2015,149150,Défenseur,69,96.7,29,30,47.0,96.0
2014/2015,522276,Défenseur,58,96.7,29,30,4.0,96.0
2014/2015,181312,Défenseur,67,96.7,29,30,36.0,96.0
2014/2015,280083,Défenseur,64,96.7,29,30,20.0,96.0
2014/2015,186621,Défenseur,70,96.7,29,30,52.0,96.0
2014/2015,426892,Défenseur,61,96.7,29,30,10.0,96.0
2014/2015,346142,Défenseur,64,96.7,29,30,20.0,96.0
2014/2015,39841,Défenseur,74,97.1,33,34,75.0,97.0
2014/2015,46079,Défenseur,66,97.1,33,34,31.0,97.0
2014/2015,96968,Défenseur,68,97.1,33,34,42.0,97.0
2014/2015,307210,Défenseur,70,97.1,33,34,52.0,97.0
2014/2015,101042,Défenseur,67,97.1,33,34,36.0,97.0
2014/2015,46056,Défenseur,64,97.1,33,34,20.0,97.0
2014/2015,45272,Défenseur,66,97.1,33,34,31.0,97.0
2014/2015,95216,Défenseur,67,97.2,35,36,36.0,98.0
2014/2015,25835,Défenseur,63,97.2,35,36,16.0,98.0
2014/2015,24150,Défenseur,75,97.4,37,38,81.0,98.0
2014/2015,19249,Défenseur,75,97.4,37,38,81.0,98.0
2014/2015,24948,Défenseur,79,97.4,37,38,93.0,98.0
2014/2015,104482,Défenseur,75,97.4,37,38,81.0,98.0
2014/2015,146830,Défenseur,74,97.4,37,38,75.0,98.0
2014/2015,26138,Défenseur,77,97.4,37,38,88.0,98.0
2014/2015,23268,Défenseur,80,97.4,37,38,96.0,98.0
2014/2015,26552,Défenseur,75,97.4,37,38,81.0,98.0
2014/2015,23571,Défenseur,71,97.4,37,38,56.0,98.0
2014/2015,35968,Défenseur,66,97.4,37,38,31.0,98.0
2014/2015,180274,Défenseur,69,97.4,37,38,47.0,98.0
2014/2015,275936,Défenseur,66,97.4,37,38,31.0,98.0
2014/2015,32844,Défenseur,66,97.4,37,38,31.0,98.0
2014/2015,128456,Défenseur,71,97.4,37,38,56.0,98.0
2014/2015,30627,Défenseur,83,100.0,38,38,99.0,99.0
2014/2015,26660,Défenseur,74,100.0,34,34,75.0,99.0
2014/2015,31306,Défenseur,81,100.0,38,38,97.0,99.0
2014/2015,245022,Défenseur,57,100.0,38,38,3.0,99.0
2014/2015,358155,Défenseur,69,100.0,38,38,47.0,99.0
2014/2015,245315,Défenseur,71,100.0,34,34,56.0,99.0
2014/2015,11863,Défenseur,71,100.0,34,34,56.0,99.0
