transaction_id,client_id,article,montant,date,note,paiement,mois,annee,jour_semaine
TX01403,3979,Shorts,183.0,2022-10-22,1.4,Credit Card,2022-10,2022,Saturday
TX01404,4000,Romper,12.0,2023-03-03,,Cash,2023-03,2023,Friday
TX01405,4102,Pants,52.0,2023-01-04,1.7,Credit Card,2023-01,2023,Wednesday
TX01406,3987,Pajamas,194.0,2023-03-01,1.3,Credit Card,2023-03,2023,Wednesday
TX01407,3960,Camisole,48.0,2023-03-09,4.8,Credit Card,2023-03,2023,Thursday
TX01408,4091,Jeans,167.0,2023-02-19,2.4,Cash,2023-02,2023,Sunday
TX01409,4068,Tank Top,65.0,2023-05-19,3.8,Cash,2023-05,2023,Friday
TX01410,3987,Sweater,160.0,2023-08-09,2.9,Credit Card,2023-08,2023,Wednesday
TX01411,4014,Tank Top,99.0,2022-10-02,1.2,Cash,2022-10,2022,Sunday
TX01412,4009,Skirt,90.0,2023-02-17,1.1,Credit Card,2023-02,2023,Friday
TX01413,4005,Wallet,73.0,2023-06-11,1.1,Cash,2023-06,2023,Sunday
TX01414,4025,Slippers,31.0,2023-05-10,4.4,Cash,2023-05,2023,Wednesday
TX01415,4030,Jacket,163.0,2022-10-15,3.2,Cash,2022-10,2022,Saturday
TX01416,4083,Onesie,165.0,2023-05-17,,Cash,2023-05,2023,Wednesday
TX01417,4054,Loafers,186.0,2023-07-02,3.5,Credit Card,2023-07,2023,Sunday
TX01418,4067,Jeans,87.0,2022-12-06,1.1,Credit Card,2022-12,2022,Tuesday
TX01419,4009,Pants,165.0,2023-01-25,,Credit Card,2023-01,2023,Wednesday
TX01420,4110,Swimsuit,110.0,2023-03-12,4.6,Credit Card,2023-03,2023,Sunday
TX01421,4012,Pants,23.0,2022-11-04,3.2,Cash,2022-11,2022,Friday
TX01422,4029,Hoodie,71.0,2022-10-04,,Cash,2022-10,2022,Tuesday
TX01423,4005,Boots,38.0,2023-09-21,3.9,Cash,2023-09,2023,Thursday
TX01424,4064,Jacket,173.0,2023-05-30,2.8,Cash,2023-05,2023,Tuesday
TX01425,4003,T-shirt,145.0,2023-05-01,2.0,Credit Card,2023-05,2023,Monday
TX01426,4061,Sunglasses,13.0,2023-03-15,1.1,Cash,2023-03,2023,Wednesday
TX01427,3994,Tie,91.0,2022-11-10,4.1,Cash,2022-11,2022,Thursday
TX01428,4031,Tunic,155.0,2022-11-07,1.0,Credit Card,2022-11,2022,Monday
TX01429,4024,Hat,149.0,2023-05-31,4.5,Cash,2023-05,2023,Wednesday
TX01430,4017,Onesie,130.0,2023-08-20,4.7,Cash,2023-08,2023,Sunday
TX01431,4115,Poncho,28.0,2022-10-19,3.0,Credit Card,2022-10,2022,Wednesday
TX01432,4051,Flannel Shirt,20.0,2023-04-02,1.2,Cash,2023-04,2023,Sunday
TX01433,4106,Tank Top,111.0,2022-11-16,3.8,Cash,2022-11,2022,Wednesday
TX01434,4122,Blazer,170.0,2023-06-06,4.6,Cash,2023-06,2023,Tuesday
TX01435,4074,Onesie,116.0,2023-09-22,1.7,Credit Card,2023-09,2023,Friday
TX01436,3978,Tie,112.0,2023-02-01,2.3,Cash,2023-02,2023,Wednesday
TX01437,4077,Trousers,167.0,2022-12-26,1.8,Cash,2022-12,2022,Monday
TX01438,4011,T-shirt,49.0,2022-11-11,,Cash,2022-11,2022,Friday
TX01439,4055,Cardigan,110.0,2023-02-16,2.4,Cash,2023-02,2023,Thursday
TX01440,4065,Shorts,176.0,2023-03-31,4.4,Credit Card,2023-03,2023,Friday
TX01441,4109,Pants,26.0,2023-04-16,2.8,Credit Card,2023-04,2023,Sunday
TX01442,4022,Sweater,121.0,2023-01-08,4.6,Cash,2023-01,2023,Sunday
TX01443,3975,Backpack,71.0,2023-02-09,1.6,Cash,2023-02,2023,Thursday
TX01444,3972,Tunic,126.0,2022-11-08,3.8,Credit Card,2022-11,2022,Tuesday
TX01445,3970,Hat,24.0,2023-07-14,,Cash,2023-07,2023,Friday
TX01446,4042,Trench Coat,199.0,2023-04-01,3.8,Cash,2023-04,2023,Saturday
TX01447,4017,Coat,54.0,2023-06-19,1.4,Cash,2023-06,2023,Monday
TX01448,4047,Vest,189.0,2023-03-27,2.7,Credit Card,2023-03,2023,Monday
TX01449,4110,Umbrella,98.0,2023-07-07,4.8,Cash,2023-07,2023,Friday
TX01450,3968,Overalls,194.0,2022-11-11,2.6,Credit Card,2022-11,2022,Friday
TX01451,3958,Sun Hat,105.0,2022-11-19,4.6,Credit Card,2022-11,2022,Saturday
TX01452,4086,Sandals,78.0,2023-05-21,3.3,Credit Card,2023-05,2023,Sunday
TX01453,4115,Sunglasses,40.0,2023-02-12,2.8,Cash,2023-02,2023,Sunday
TX01454,4054,Trench Coat,17.0,2023-02-17,2.5,Cash,2023-02,2023,Friday
TX01455,4034,Blazer,119.0,2023-08-15,1.3,Credit Card,2023-08,2023,Tuesday
TX01456,4058,Romper,26.0,2023-04-20,1.7,Credit Card,2023-04,2023,Thursday
TX01457,4051,Gloves,157.0,2023-09-09,3.2,Credit Card,2023-09,2023,Saturday
TX01458,3990,Belt,137.0,2023-04-07,1.6,Credit Card,2023-04,2023,Friday
TX01459,4100,Coat,102.0,2023-02-06,3.8,Cash,2023-02,2023,Monday
TX01460,4105,Hoodie,52.0,2023-09-08,,Credit Card,2023-09,2023,Friday
TX01461,4002,Flannel Shirt,75.0,2022-11-30,1.5,Cash,2022-11,2022,Wednesday
TX01462,4023,Pajamas,156.0,2023-04-23,3.3,Credit Card,2023-04,2023,Sunday
TX01463,4000,Blouse,39.0,2022-10-26,,Credit Card,2022-10,2022,Wednesday
TX01464,4085,Poncho,140.0,2023-08-29,1.5,Cash,2023-08,2023,Tuesday
TX01465,4043,Vest,13.0,2023-06-01,1.8,Credit Card,2023-06,2023,Thursday
TX01466,4076,Flip-Flops,130.0,2022-10-03,2.9,Credit Card,2022-10,2022,Monday
TX01467,3990,Sweater,48.0,2022-10-27,,Credit Card,2022-10,2022,Thursday
TX01468,4038,Vest,19.0,2022-10-07,4.2,Cash,2022-10,2022,Friday
TX01469,4092,Hat,192.0,2023-07-29,1.5,Cash,2023-07,2023,Saturday
TX01470,4067,Poncho,117.0,2023-02-04,4.4,Credit Card,2023-02,2023,Saturday
TX01471,3993,Sun Hat,73.0,2022-10-08,,Cash,2022-10,2022,Saturday
TX01472,4023,Loafers,194.0,2023-03-10,4.9,Credit Card,2023-03,2023,Friday
TX01473,3986,Jacket,29.0,2023-03-14,2.0,Cash,2023-03,2023,Tuesday
TX01474,4037,Tank Top,40.0,2023-03-10,4.4,Credit Card,2023-03,2023,Friday
TX01475,3968,Overalls,23.0,2022-12-01,1.9,Cash,2022-12,2022,Thursday
TX01476,4084,Leggings,21.0,2023-02-20,4.5,Cash,2023-02,2023,Monday
TX01477,4028,Backpack,27.0,2022-10-11,1.1,Credit Card,2022-10,2022,Tuesday
TX01478,4049,Backpack,82.0,2023-02-06,4.7,Credit Card,2023-02,2023,Monday
TX01479,4067,Vest,89.0,2023-08-07,3.4,Cash,2023-08,2023,Monday
TX01480,4029,Pajamas,151.0,2023-10-01,4.0,Cash,2023-10,2023,Sunday
TX01481,4024,Coat,104.0,2023-07-08,3.5,Credit Card,2023-07,2023,Saturday
TX01482,4113,Sweater,154.0,2022-12-17,4.6,Cash,2022-12,2022,Saturday
TX01483,4024,Swimsuit,199.0,2023-01-01,4.0,Cash,2023-01,2023,Sunday
TX01484,4089,Backpack,128.0,2022-11-12,3.4,Credit Card,2022-11,2022,Saturday
TX01485,4037,Belt,136.0,2023-07-05,4.1,Cash,2023-07,2023,Wednesday
TX01486,4068,Socks,60.0,2022-10-14,1.1,Credit Card,2022-10,2022,Friday
TX01487,3999,Sneakers,149.0,2023-09-15,,Credit Card,2023-09,2023,Friday
TX01488,4037,Skirt,72.0,2023-01-17,,Credit Card,2023-01,2023,Tuesday
TX01489,3995,Jacket,16.0,2023-04-15,2.5,Credit Card,2023-04,2023,Saturday
TX01490,4099,Swimsuit,98.0,2023-04-21,2.9,Credit Card,2023-04,2023,Friday
TX01491,4119,Loafers,187.0,2022-12-23,4.7,Credit Card,2022-12,2022,Friday
TX01492,4069,Jumpsuit,95.0,2022-10-22,3.1,Cash,2022-10,2022,Saturday
TX01493,4005,Jeans,198.0,2023-06-22,3.0,Credit Card,2023-06,2023,Thursday
TX01494,3995,Boots,36.0,2023-04-10,4.5,Credit Card,2023-04,2023,Monday
TX01495,3970,Cardigan,70.0,2023-07-07,3.8,Credit Card,2023-07,2023,Friday
TX01496,4015,Coat,25.0,2023-07-12,3.4,Credit Card,2023-07,2023,Wednesday
TX01497,4003,Polo Shirt,46.0,2023-04-24,3.3,Credit Card,2023-04,2023,Monday
TX01498,3966,Skirt,33.0,2023-09-17,1.4,Credit Card,2023-09,2023,Sunday
TX01499,4023,Scarf,143.0,2023-08-19,3.5,Credit Card,2023-08,2023,Saturday
TX01500,3998,Loafers,105.0,2023-09-22,2.1,Cash,2023-09,2023,Friday
TX01501,4076,T-shirt,31.0,2022-10-12,2.2,Cash,2022-10,2022,Wednesday
TX01502,4068,Tunic,139.0,2023-09-04,2.3,Credit Card,2023-09,2023,Monday
TX01503,4083,Socks,29.0,2023-07-02,2.4,Credit Card,2023-07,2023,Sunday
TX01504,3967,Sun Hat,25.0,2023-07-05,4.3,Cash,2023-07,2023,Wednesday
TX01505,4070,Socks,43.0,2022-10-08,2.6,Cash,2022-10,2022,Saturday
TX01506,4048,Handbag,76.0,2022-12-18,2.7,Cash,2022-12,2022,Sunday
TX01507,4100,Dress,110.0,2023-04-20,4.1,Cash,2023-04,2023,Thursday
TX01508,4081,Boots,198.0,2023-03-15,1.6,Cash,2023-03,2023,Wednesday
TX01509,4074,Sneakers,125.0,2022-12-21,2.2,Credit Card,2022-12,2022,Wednesday
TX01510,4083,Hoodie,29.0,2023-08-09,2.4,Credit Card,2023-08,2023,Wednesday
TX01511,3985,Sunglasses,44.0,2023-09-24,2.3,Credit Card,2023-09,2023,Sunday
TX01512,3994,Sunglasses,159.0,2023-03-24,3.3,Cash,2023-03,2023,Friday
TX01513,3980,Onesie,90.0,2023-02-23,4.2,Cash,2023-02,2023,Thursday
TX01514,4009,Dress,147.0,2023-09-21,1.7,Cash,2023-09,2023,Thursday
TX01515,4029,Sweater,63.0,2023-05-13,3.0,Cash,2023-05,2023,Saturday
TX01516,4003,Leggings,128.0,2023-09-30,2.9,Credit Card,2023-09,2023,Saturday
TX01517,4000,Hoodie,40.0,2023-08-05,3.3,Credit Card,2023-08,2023,Saturday
TX01518,4026,T-shirt,87.0,2023-01-14,2.0,Cash,2023-01,2023,Saturday
TX01519,4101,Raincoat,188.0,2023-01-31,4.3,Credit Card,2023-01,2023,Tuesday
TX01520,4106,Tunic,65.0,2023-03-26,1.0,Cash,2023-03,2023,Sunday
TX01521,4011,Cardigan,93.0,2023-05-03,4.7,Cash,2023-05,2023,Wednesday
TX01522,3958,Trench Coat,101.0,2023-01-12,3.3,Credit Card,2023-01,2023,Thursday
TX01523,4091,Socks,22.0,2022-10-30,3.3,Cash,2022-10,2022,Sunday
TX01524,4103,Leggings,76.0,2023-01-07,1.2,Cash,2023-01,2023,Saturday
TX01525,4003,Tunic,54.0,2023-08-07,4.9,Cash,2023-08,2023,Monday
TX01526,3976,Camisole,125.0,2023-03-04,1.5,Cash,2023-03,2023,Saturday
TX01527,4020,Raincoat,150.0,2023-02-13,2.4,Cash,2023-02,2023,Monday
TX01528,4084,Blouse,128.0,2022-10-12,1.2,Cash,2022-10,2022,Wednesday
TX01529,4041,Umbrella,41.0,2023-06-18,2.1,Cash,2023-06,2023,Sunday
TX01530,4029,Trousers,66.0,2023-05-11,1.8,Credit Card,2023-05,2023,Thursday
TX01531,4057,Poncho,105.0,2022-10-23,,Credit Card,2022-10,2022,Sunday
TX01532,4052,Trench Coat,175.0,2023-06-17,3.5,Credit Card,2023-06,2023,Saturday
TX01533,3984,Trench Coat,29.0,2023-07-14,3.5,Cash,2023-07,2023,Friday
TX01534,3964,Jeans,123.0,2023-08-03,3.2,Credit Card,2023-08,2023,Thursday
TX01535,3977,Slippers,33.0,2022-12-27,1.9,Credit Card,2022-12,2022,Tuesday
TX01536,4074,Pajamas,94.0,2022-10-23,4.3,Credit Card,2022-10,2022,Sunday
TX01537,4073,Slippers,22.0,2022-12-01,1.4,Cash,2022-12,2022,Thursday
TX01538,4025,Cardigan,195.0,2023-09-25,2.9,Credit Card,2023-09,2023,Monday
TX01539,4109,Coat,17.0,2023-08-12,,Cash,2023-08,2023,Saturday
TX01540,3958,Pants,119.0,2022-11-18,1.9,Credit Card,2022-11,2022,Friday
TX01541,3968,Overalls,57.0,2023-09-21,1.9,Credit Card,2023-09,2023,Thursday
TX01542,4116,Hoodie,124.0,2023-08-20,2.0,Credit Card,2023-08,2023,Sunday
TX01543,4072,Handbag,18.0,2023-02-23,3.3,Cash,2023-02,2023,Thursday
TX01544,4040,Hoodie,167.0,2023-01-23,2.5,Cash,2023-01,2023,Monday
TX01545,4102,Romper,85.0,2022-11-11,1.4,Credit Card,2022-11,2022,Friday
TX01546,3990,Gloves,150.0,2022-11-18,,Credit Card,2022-11,2022,Friday
TX01547,4011,Scarf,32.0,2023-01-12,2.8,Cash,2023-01,2023,Thursday
TX01548,3969,Umbrella,45.0,2023-09-15,2.5,Cash,2023-09,2023,Friday
TX01549,4121,Backpack,174.0,2022-12-15,2.5,Credit Card,2022-12,2022,Thursday
TX01550,4029,Pants,144.0,2023-04-19,2.1,Cash,2023-04,2023,Wednesday
TX01551,4039,Jumpsuit,149.0,2023-04-13,3.0,Cash,2023-04,2023,Thursday
TX01552,3971,Romper,107.0,2022-11-22,3.1,Credit Card,2022-11,2022,Tuesday
TX01553,3975,Coat,101.0,2022-11-20,3.0,Credit Card,2022-11,2022,Sunday
TX01554,4097,Trench Coat,134.0,2023-03-22,4.4,Credit Card,2023-03,2023,Wednesday
TX01555,4111,Flannel Shirt,154.0,2023-07-04,2.5,Credit Card,2023-07,2023,Tuesday
TX01556,4054,Camisole,109.0,2023-02-20,3.4,Credit Card,2023-02,2023,Monday
TX01557,3980,Loafers,16.0,2023-07-12,2.5,Credit Card,2023-07,2023,Wednesday
TX01558,4059,Backpack,66.0,2023-03-24,1.8,Credit Card,2023-03,2023,Friday
TX01559,4002,Jumpsuit,81.0,2022-10-26,2.2,Cash,2022-10,2022,Wednesday
TX01560,4059,Bowtie,145.0,2022-12-24,1.1,Credit Card,2022-12,2022,Saturday
TX01561,3979,Blouse,159.0,2023-04-24,2.0,Credit Card,2023-04,2023,Monday
TX01562,3962,Trousers,50.0,2023-02-02,2.8,Credit Card,2023-02,2023,Thursday
TX01563,3998,Swimsuit,78.0,2023-09-03,2.5,Credit Card,2023-09,2023,Sunday
TX01564,4056,Flip-Flops,198.0,2022-12-02,3.9,Cash,2022-12,2022,Friday
TX01565,4029,Dress,66.0,2023-08-02,1.9,Credit Card,2023-08,2023,Wednesday
TX01566,4122,Romper,109.0,2023-09-02,5.0,Cash,2023-09,2023,Saturday
TX01567,3996,Jumpsuit,54.0,2023-04-26,1.7,Credit Card,2023-04,2023,Wednesday
TX01568,4033,Pajamas,198.0,2023-03-02,4.2,Credit Card,2023-03,2023,Thursday
TX01569,4082,Boots,161.0,2023-05-22,4.9,Credit Card,2023-05,2023,Monday
TX01570,4036,Flip-Flops,155.0,2023-09-11,,Cash,2023-09,2023,Monday
TX01571,4111,Loafers,154.0,2022-12-22,1.4,Credit Card,2022-12,2022,Thursday
TX01572,3990,Jacket,136.0,2022-12-16,1.2,Cash,2022-12,2022,Friday
TX01573,4048,Pants,54.0,2022-10-11,,Credit Card,2022-10,2022,Tuesday
TX01574,3981,Sunglasses,33.0,2023-03-11,2.8,Cash,2023-03,2023,Saturday
TX01575,4088,Kimono,15.0,2023-08-05,4.7,Credit Card,2023-08,2023,Saturday
TX01576,4008,Skirt,10.0,2023-05-30,2.2,Credit Card,2023-05,2023,Tuesday
TX01577,4082,T-shirt,167.0,2023-09-14,1.9,Cash,2023-09,2023,Thursday
TX01578,4071,Pants,43.0,2022-10-05,,Credit Card,2022-10,2022,Wednesday
TX01579,4056,Jumpsuit,55.0,2023-06-02,,Cash,2023-06,2023,Friday
TX01580,4078,Blazer,92.0,2023-06-03,4.1,Credit Card,2023-06,2023,Saturday
TX01581,4110,Kimono,46.0,2023-10-01,4.6,Cash,2023-10,2023,Sunday
TX01582,4065,Skirt,144.0,2023-02-21,4.2,Cash,2023-02,2023,Tuesday
TX01583,3980,Overalls,28.0,2023-03-02,3.9,Cash,2023-03,2023,Thursday
TX01584,4065,Leggings,179.0,2023-06-04,,Credit Card,2023-06,2023,Sunday
TX01585,4051,Coat,35.0,2023-09-24,4.3,Cash,2023-09,2023,Sunday
TX01586,4114,Cardigan,92.0,2022-10-31,1.5,Cash,2022-10,2022,Monday
TX01587,4118,Sneakers,173.0,2023-09-14,2.0,Credit Card,2023-09,2023,Thursday
TX01588,4066,Sunglasses,176.0,2022-12-11,,Credit Card,2022-12,2022,Sunday
TX01589,3980,Swimsuit,191.0,2023-08-25,4.1,Cash,2023-08,2023,Friday
TX01590,3967,Raincoat,187.0,2023-01-10,1.1,Credit Card,2023-01,2023,Tuesday
TX01591,4088,Hoodie,167.0,2022-11-11,1.2,Credit Card,2022-11,2022,Friday
TX01592,4044,Jacket,67.0,2023-05-17,1.2,Cash,2023-05,2023,Wednesday
TX01593,4075,Hat,54.0,2022-11-03,1.5,Cash,2022-11,2022,Thursday
TX01594,4014,Romper,197.0,2023-02-27,4.3,Credit Card,2023-02,2023,Monday
TX01595,4122,Jumpsuit,42.0,2023-04-19,2.1,Cash,2023-04,2023,Wednesday
TX01596,4091,Onesie,156.0,2023-07-22,4.0,Credit Card,2023-07,2023,Saturday
TX01597,4118,Sandals,155.0,2023-03-24,,Cash,2023-03,2023,Friday
TX01598,4091,Bowtie,166.0,2023-07-24,4.2,Credit Card,2023-07,2023,Monday
TX01599,3978,Backpack,154.0,2023-02-18,2.6,Credit Card,2023-02,2023,Saturday
TX01600,4076,Shorts,94.0,2023-06-07,4.8,Cash,2023-06,2023,Wednesday
TX01601,4068,Sunglasses,70.0,2023-04-18,2.4,Credit Card,2023-04,2023,Tuesday
TX01602,3977,Kimono,91.0,2023-04-28,3.9,Credit Card,2023-04,2023,Friday
TX01603,4033,Swimsuit,32.0,2023-04-28,2.6,Credit Card,2023-04,2023,Friday
TX01604,3995,Cardigan,181.0,2023-01-02,3.0,Credit Card,2023-01,2023,Monday
TX01605,3989,Vest,95.0,2023-02-06,1.8,Credit Card,2023-02,2023,Monday
TX01606,4033,Tie,77.0,2023-03-18,2.5,Credit Card,2023-03,2023,Saturday
TX01607,4020,Flip-Flops,187.0,2023-09-26,3.4,Credit Card,2023-09,2023,Tuesday
TX01608,4066,Blouse,37.0,2023-04-12,2.3,Credit Card,2023-04,2023,Wednesday
TX01609,4032,Bowtie,22.0,2022-10-03,1.1,Credit Card,2022-10,2022,Monday
TX01610,4102,Swimsuit,197.0,2023-04-06,3.6,Cash,2023-04,2023,Thursday
TX01611,3969,Trench Coat,52.0,2023-01-28,4.5,Credit Card,2023-01,2023,Saturday
TX01612,4098,Flip-Flops,136.0,2022-10-08,4.0,Cash,2022-10,2022,Saturday
TX01613,3976,Leggings,99.0,2022-12-11,2.2,Credit Card,2022-12,2022,Sunday
TX01614,3968,Swimsuit,35.0,2023-04-16,1.1,Cash,2023-04,2023,Sunday
TX01615,4088,Hoodie,157.0,2022-11-08,2.8,Cash,2022-11,2022,Tuesday
TX01616,3984,Umbrella,185.0,2023-07-02,2.9,Credit Card,2023-07,2023,Sunday
TX01617,4087,Tie,125.0,2023-03-05,4.5,Cash,2023-03,2023,Sunday
TX01618,4062,Bowtie,85.0,2022-12-07,,Cash,2022-12,2022,Wednesday
TX01619,4075,Umbrella,36.0,2023-06-07,2.2,Credit Card,2023-06,2023,Wednesday
TX01620,4047,Backpack,197.0,2022-10-05,2.7,Cash,2022-10,2022,Wednesday
TX01621,4106,Poncho,33.0,2023-04-18,2.9,Credit Card,2023-04,2023,Tuesday
TX01622,3977,Boots,167.0,2023-06-23,4.5,Credit Card,2023-06,2023,Friday
TX01623,4085,Tank Top,190.0,2023-04-25,2.4,Cash,2023-04,2023,Tuesday
TX01624,3986,T-shirt,52.0,2023-03-20,5.0,Credit Card,2023-03,2023,Monday
TX01625,4075,Pants,121.0,2022-10-28,3.8,Credit Card,2022-10,2022,Friday
TX01626,4057,Pajamas,58.0,2022-10-23,,Cash,2022-10,2022,Sunday
TX01627,3968,Coat,151.0,2023-04-22,4.2,Credit Card,2023-04,2023,Saturday
TX01628,3978,Sunglasses,196.0,2023-04-22,3.5,Cash,2023-04,2023,Saturday
TX01629,4063,Vest,179.0,2023-02-01,1.2,Credit Card,2023-02,2023,Wednesday
TX01630,4033,Jacket,70.0,2023-05-12,1.5,Cash,2023-05,2023,Friday
TX01631,4107,Pajamas,150.0,2023-04-09,1.1,Credit Card,2023-04,2023,Sunday
TX01632,4073,Overalls,49.0,2022-10-24,3.9,Cash,2022-10,2022,Monday
TX01633,4044,Overalls,170.0,2022-11-15,3.9,Credit Card,2022-11,2022,Tuesday
TX01634,4004,Overalls,61.0,2023-08-29,1.6,Credit Card,2023-08,2023,Tuesday
TX01635,4004,Polo Shirt,173.0,2023-05-09,2.6,Cash,2023-05,2023,Tuesday
TX01636,3977,Overalls,30.0,2023-02-15,,Cash,2023-02,2023,Wednesday
TX01637,4111,Skirt,39.0,2022-10-06,4.8,Cash,2022-10,2022,Thursday
TX01638,4023,Hoodie,111.0,2023-08-17,3.3,Cash,2023-08,2023,Thursday
TX01639,3984,Hat,179.0,2023-07-08,4.3,Credit Card,2023-07,2023,Saturday
TX01640,4068,Camisole,174.0,2023-07-29,3.2,Cash,2023-07,2023,Saturday
TX01641,4093,Skirt,57.0,2022-12-02,4.7,Credit Card,2022-12,2022,Friday
TX01642,3961,Vest,107.0,2022-10-07,,Credit Card,2022-10,2022,Friday
TX01643,3958,Jumpsuit,124.0,2023-01-20,,Cash,2023-01,2023,Friday
TX01644,3986,Socks,77.0,2022-10-24,1.3,Credit Card,2022-10,2022,Monday
TX01645,3960,Vest,78.0,2023-08-01,4.9,Cash,2023-08,2023,Tuesday
TX01646,4000,Trousers,48.0,2022-12-01,3.0,Credit Card,2022-12,2022,Thursday
TX01647,4079,Jacket,180.0,2022-12-25,,Cash,2022-12,2022,Sunday
TX01648,4060,Trousers,148.0,2023-01-31,4.9,Credit Card,2023-01,2023,Tuesday
TX01649,4111,Loafers,160.0,2023-08-25,4.8,Cash,2023-08,2023,Friday
TX01650,4081,Kimono,25.0,2022-10-16,3.2,Cash,2022-10,2022,Sunday
TX01651,4034,Scarf,143.0,2022-12-14,4.3,Credit Card,2022-12,2022,Wednesday
TX01652,4115,Tank Top,147.0,2023-04-06,3.7,Cash,2023-04,2023,Thursday
TX01653,4114,Poncho,131.0,2022-12-10,3.7,Cash,2022-12,2022,Saturday
TX01654,4049,Onesie,70.0,2022-10-13,3.4,Credit Card,2022-10,2022,Thursday
TX01655,4058,Shorts,30.0,2023-08-09,4.2,Credit Card,2023-08,2023,Wednesday
TX01656,4034,Sneakers,192.0,2023-02-13,2.0,Cash,2023-02,2023,Monday
TX01657,3989,Dress,142.0,2022-12-21,4.8,Cash,2022-12,2022,Wednesday
TX01658,3991,Polo Shirt,183.0,2023-09-19,4.9,Credit Card,2023-09,2023,Tuesday
TX01659,3960,Pants,47.0,2023-01-12,1.2,Cash,2023-01,2023,Thursday
TX01660,3985,Pants,54.0,2023-04-09,4.3,Cash,2023-04,2023,Sunday
TX01661,3961,Handbag,52.0,2023-07-20,4.4,Credit Card,2023-07,2023,Thursday
TX01662,4005,Scarf,59.0,2023-05-29,4.8,Cash,2023-05,2023,Monday
TX01663,4010,Sunglasses,184.0,2023-08-03,,Cash,2023-08,2023,Thursday
TX01664,4080,Dress,170.0,2023-04-07,2.5,Credit Card,2023-04,2023,Friday
TX01665,4018,Jumpsuit,91.0,2022-11-28,1.3,Cash,2022-11,2022,Monday
TX01666,4068,Pajamas,27.0,2023-07-23,2.9,Cash,2023-07,2023,Sunday
TX01667,4094,Swimsuit,151.0,2023-01-05,4.6,Cash,2023-01,2023,Thursday
TX01668,4005,Belt,80.0,2023-04-20,4.3,Cash,2023-04,2023,Thursday
TX01669,3979,Onesie,13.0,2022-10-23,2.9,Cash,2022-10,2022,Sunday
TX01670,4034,Scarf,169.0,2022-10-27,,Cash,2022-10,2022,Thursday
TX01671,4075,Sweater,117.0,2023-08-17,1.5,Cash,2023-08,2023,Thursday
TX01672,4065,Tunic,159.0,2022-10-24,2.6,Cash,2022-10,2022,Monday
TX01673,3962,Umbrella,35.0,2022-12-09,2.1,Credit Card,2022-12,2022,Friday
TX01674,3986,Belt,154.0,2023-05-27,1.7,Cash,2023-05,2023,Saturday
TX01675,3999,Sneakers,83.0,2023-03-29,2.3,Cash,2023-03,2023,Wednesday
TX01676,3996,Sandals,98.0,2023-06-11,1.3,Credit Card,2023-06,2023,Sunday
TX01677,4070,Handbag,77.0,2023-03-02,,Cash,2023-03,2023,Thursday
TX01678,4081,Hat,134.0,2023-09-05,1.0,Cash,2023-09,2023,Tuesday
TX01679,4077,Hoodie,131.0,2023-03-15,3.0,Cash,2023-03,2023,Wednesday
TX01680,4072,Jacket,46.0,2023-02-18,4.2,Cash,2023-02,2023,Saturday
TX01681,4106,Sneakers,184.0,2023-08-20,5.0,Credit Card,2023-08,2023,Sunday
TX01682,4019,Vest,19.0,2023-07-31,,Cash,2023-07,2023,Monday
TX01683,4008,Hoodie,94.0,2022-12-11,1.5,Cash,2022-12,2022,Sunday
TX01684,4032,Blazer,22.0,2022-10-24,2.5,Credit Card,2022-10,2022,Monday
TX01685,4102,Romper,78.0,2023-03-14,4.3,Cash,2023-03,2023,Tuesday
TX01686,4057,Bowtie,15.0,2023-02-25,3.3,Cash,2023-02,2023,Saturday
TX01687,3970,Tie,87.0,2023-07-14,,Cash,2023-07,2023,Friday
TX01688,4042,Flannel Shirt,135.0,2023-08-07,2.3,Credit Card,2023-08,2023,Monday
TX01689,3959,Scarf,185.0,2023-02-23,,Credit Card,2023-02,2023,Thursday
TX01690,4118,Sandals,44.0,2023-02-25,4.3,Credit Card,2023-02,2023,Saturday
TX01691,4067,Hat,200.0,2023-03-19,1.7,Cash,2023-03,2023,Sunday
TX01692,4063,Sweater,92.0,2023-01-25,5.0,Credit Card,2023-01,2023,Wednesday
TX01693,4083,Hoodie,116.0,2023-06-22,3.4,Credit Card,2023-06,2023,Thursday
TX01694,4105,Belt,32.0,2022-11-17,3.1,Credit Card,2022-11,2022,Thursday
TX01695,4098,Tunic,114.0,2023-07-14,,Cash,2023-07,2023,Friday
TX01696,4031,Blazer,142.0,2022-10-10,2.0,Credit Card,2022-10,2022,Monday
TX01697,3966,Coat,24.0,2023-08-20,3.8,Cash,2023-08,2023,Sunday
TX01698,4081,Socks,50.0,2023-07-16,,Credit Card,2023-07,2023,Sunday
TX01699,4081,Tie,113.0,2023-07-09,,Cash,2023-07,2023,Sunday
TX01700,4108,Onesie,155.0,2023-04-19,4.2,Credit Card,2023-04,2023,Wednesday
TX01701,4016,Coat,24.0,2023-03-30,4.2,Cash,2023-03,2023,Thursday
TX01702,3972,Tank Top,126.0,2023-06-30,4.9,Cash,2023-06,2023,Friday
TX01703,3961,Raincoat,60.0,2023-02-24,1.6,Credit Card,2023-02,2023,Friday
TX01704,4065,Tank Top,128.0,2023-02-23,1.3,Credit Card,2023-02,2023,Thursday
TX01705,4104,Sunglasses,172.0,2023-03-20,1.5,Credit Card,2023-03,2023,Monday
